FEI Number,Legal Name,City,State,Zip,Country/Area,Fiscal Year,Inspection ID,Posted Citations,Inspection End Date,Classification,Project Area,Product Type,FMD-145 Date
1172512,University Of Virginia Health System,Charlottesville,Virginia,22908,United States,2022,1170707,No,05/13/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016689391,"New York Fertility Medical Practice, PLLC",New York,New York,10022,United States,2022,1169270,Yes,05/12/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003646540,"Unicare Biomedical, Inc.",Laguna Hills,California,92653,United States,2022,1169384,No,05/11/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2571104,Reading Hospital,West Reading,Pennsylvania,19611,United States,2022,1170357,No,05/11/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005187588,"University Reproductive Associates, P.C.",Hasbrouck Heights,New Jersey,07604,United States,2022,1169029,Yes,05/10/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008360896,Universal Medical Products Inc,Perrysburg,Ohio,43551,United States,2022,1169343,No,05/05/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005463425,American Tissue Services Foundation,Kimberly,Wisconsin,54136,United States,2022,1170922,No,05/04/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013962812,"Extend Fertility, LLC",New York,New York,10019,United States,2022,1169326,No,05/03/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007836456,"Integrity Biosurgical Systems, Inc.",Andover,New Jersey,07821,United States,2022,1169041,No,05/02/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007934611,ORTHOLOGIC LLC,Birmingham,Alabama,35243,United States,2022,1169179,No,05/02/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001237746,Dental Health Products Inc.,New Franken,Wisconsin,54229,United States,2022,1170921,No,05/02/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3018805840,Kindbody Silicon Valley,Los Altos,California,94022,United States,2022,1169781,No,04/28/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003422359,New York Cryo,Great Neck,New York,11021,United States,2022,1167853,Yes,04/25/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008599177,"K2M, Inc.",Leesburg,Virginia,20175,United States,2022,1168720,No,04/21/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008914686,Dendreon Pharmaceuticals LLC,Union City,Georgia,30291,United States,2022,1169722,No,04/21/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004018637,Special Procedures Laboratory,Houston,Texas,77030,United States,2022,1167946,No,04/20/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1972831,"SSM-SLUH, Inc.",Saint Louis,Missouri,63104,United States,2022,1167402,Yes,04/19/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003947149,CRM Alabama LLC,Mobile,Alabama,36607,United States,2022,1168733,No,04/19/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004961294,OU Health Reproductive Medicine Lab,Oklahoma City,Oklahoma,73104,United States,2022,1170087,No,04/18/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003926777,"Specialists in Reproductive Medicine & Surgery, P.A.",Fort Myers,Florida,33907,United States,2022,1167265,Yes,04/15/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004557155,Integris Bennett Fertility Institute,Oklahoma City,Oklahoma,73112,United States,2022,1168197,No,04/15/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003969216,"Central Coast Multispecialty Medical Group, Inc.",Monterey,California,93940,United States,2022,1167289,Yes,04/14/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010292857,Wright Medical Technology Inc,Columbus,Ohio,43229,United States,2022,1167816,No,04/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006850594,South Dakota Lions Eye and Tissue Bank Inc,Rapid City,South Dakota,57703,United States,2022,1167916,No,04/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003945126,Center For Advanced Reproductive Medicine & Fertility,Edison,New Jersey,08817,United States,2022,1167958,No,04/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3020109322,"SNP Fertility OKC, LLC",Oklahoma City,Oklahoma,73112,United States,2022,1168175,No,04/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010953558,Green Valley Fertility Partners,Henderson,Nevada,89074,United States,2022,1166971,Yes,04/13/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005033595,The Fertility Center of Oregon,Eugene,Oregon,97401,United States,2022,1166992,Yes,04/13/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001238030,Oklahoma Lions Eye Bank,Oklahoma City,Oklahoma,73105,United States,2022,1167937,No,04/13/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3017397143,Reproductive Medicine Associates of San Diego,San Diego,California,92121,United States,2022,1167682,No,04/12/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3018115670,"Peter Charles Klatsky, M.D., Inc.",San Francisco,California,94105,United States,2022,1167160,No,04/11/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003969128,"American Infertility of New York, P.C.",New York,New York,10021,United States,2022,1167650,No,04/11/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012823434,"StimLabs, LLC",Roswell,Georgia,30076,United States,2022,1167413,No,04/07/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009672546,"Seattle Reproductive Medicine, Inc., P.S.",Bellevue,Washington,98004,United States,2022,1171334,No,04/07/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003985130,ORM Fertility LLC,Bellevue,Washington,98004,United States,2022,1166750,Yes,04/06/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005587376,Northwell Health Laboratories,Little Neck,New York,11362,United States,2022,1166884,No,04/06/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014349111,PLATFORM LLC,Plainville,Connecticut,06062,United States,2022,1166929,No,04/06/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015930940,Fortis Surgical LLC,Glen Allen,Virginia,23060,United States,2022,1167031,No,04/06/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004893403,Cell Applications Inc,San Diego,California,92121,United States,2022,1166930,No,04/05/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010149285,Boston IVF at The Women's Hospital,Newburgh,Indiana,47630,United States,2022,1168585,No,04/05/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015342300,Novus Surgical Solutions LLC,Allentown,Pennsylvania,18104,United States,2022,1166498,Yes,04/01/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1625963,Audie L Murphy Memorial VA Hospital,San Antonio,Texas,78229,United States,2022,1166935,No,04/01/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003914874,"Cooper Institute for Reproductive Hormonal Disorders, P.C.",Mount Laurel,New Jersey,08054,United States,2022,1167728,No,04/01/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012925428,Tennessee Fertility Institute,Franklin,Tennessee,37067,United States,2022,1165960,No,03/30/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005103245,"Reproductive Science Center of New Jersey, P.A.",Eatontown,New Jersey,07724,United States,2022,1166215,No,03/29/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000281640,Harborview Medical Center,Seattle,Washington,98104,United States,2022,1167127,No,03/28/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1272759,"Yale New Haven Health, Lawrence & Memorial Hospital",New London,Connecticut,06320,United States,2022,1165909,No,03/25/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010547404,University of Texas MD Anderson Cancer Center,Houston,Texas,77054,United States,2022,1165594,Yes,03/24/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001451643,Gift of Hope - Organ & Tissue Donor Network,Itasca,Illinois,60143,United States,2022,1165906,No,03/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009200268,Sea Pearl East Inc.,Glen Rock,New Jersey,07452,United States,2022,1166238,No,03/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004126734,University of Alabama at Birmingham Gamete Biology Lab,Birmingham,Alabama,35233,United States,2022,1165238,Yes,03/23/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015969109,Biothread Dental Implants Inc,Palmetto Bay,Florida,33157,United States,2022,1165612,No,03/23/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015136849,"Peter Charles Klatsky, M.D., Inc.",Oakland,California,94612,United States,2022,1166059,No,03/23/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003447141,Legacy of Hope,Birmingham,Alabama,35233,United States,2022,1165715,No,03/22/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005620268,Midwest Fertility Specialists,Fort Wayne,Indiana,46825,United States,2022,1167518,No,03/22/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014741216,"Indiana Fertility Providers, LLC",Fort Wayne,Indiana,46825,United States,2022,1167581,No,03/22/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3017547540,NM FRM Andrology Services West,Oakbrook Terrace,Illinois,60181,United States,2022,1165165,No,03/21/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009752081,Embryo Donation International,Fort Myers,Florida,33907,United States,2022,1165226,No,03/18/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011640184,UW Health at The American Center,Madison,Wisconsin,53718,United States,2022,1164760,No,03/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2246948,"Cryo-Cell International, Inc",Oldsmar,Florida,34677,United States,2022,1165696,No,03/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1570988,The Christ Hospital Health Network,Cincinnati,Ohio,45219,United States,2022,1164977,No,03/15/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007656673,"Greenwich Fertility & Ivf Center, P.c.",Greenwich,Connecticut,06830,United States,2022,1164507,Yes,03/11/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718784,Community Blood Center,Toledo,Ohio,43615,United States,2022,1165920,No,03/11/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3017435718,Aventura Fertility & IVF,Aventura,Florida,33180,United States,2022,1164109,Yes,03/10/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000404960,Northwest Fertility Center,Portland,Oregon,97201,United States,2022,1164561,No,03/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014740577,Norm Biologics Inc.,Miami,Florida,33166,United States,2022,1164723,No,03/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005089827,"Tarrant Eye Resources, Inc.",Fort Worth,Texas,76104,United States,2022,1164738,No,03/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010600137,"Vivere New Orleans Fertility Laboratory, L.L.C.",New Orleans,Louisiana,70115,United States,2022,1166791,No,03/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003414712,Reproductive Resources Inc.,Metairie,Louisiana,70006,United States,2022,1166937,No,03/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3018115700,"Klatsky, Peter Charles, MD, Inc",Danville,California,94526,United States,2022,1164784,No,03/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008806154,Society Hill Reproductive Medicine,Philadelphia,Pennsylvania,19107,United States,2022,1165539,No,03/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1971880,Research Medical Center,Kansas City,Missouri,64132,United States,2022,1165973,No,03/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236616,"Musculoskeletal Transplant Foundation, Inc.",Edison,New Jersey,08837,United States,2022,1166490,No,03/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014679622,Alon Medical Technology,Metairie,Louisiana,70006,United States,2022,1164132,Yes,03/08/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004147742,Oregon Health & Science University,Portland,Oregon,97239,United States,2022,1164356,No,03/08/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3018694215,Piedmont Reproductive Endocrinology Associates Lowcountry,Summerville,South Carolina,29486,United States,2022,1164680,No,03/07/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011194531,"Spark Therapeutics, Inc.",Philadelphia,Pennsylvania,19104,United States,2022,1171797,No,03/04/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003945116,North Hudson IVF Center for Fertility & Gynecology P.C.,Englewood Cliffs,New Jersey,07632,United States,2022,1163522,Yes,03/03/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004080549,Immunology and Histocompatibility Lab,Miami,Florida,33136,United States,2022,1163639,No,03/02/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003435198,MGH Bone Bank,Boston,Massachusetts,02114,United States,2022,1165234,No,03/02/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007067646,RMA Long Island IVF,Melville,New York,11747,United States,2022,1163524,Yes,03/01/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016710576,Central Coast Cryobank,San Luis Obispo,California,93405,United States,2022,1165128,No,03/01/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3019582795,Texas Procurement LLC,River Oaks,Texas,76114,United States,2022,1163550,No,02/25/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005681141,Park Avenue Fertility and Reproductive Medicine,Trumbull,Connecticut,06611,United States,2022,1163438,No,02/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005381997,LifeNet Health,Virginia Beach,Virginia,23455,United States,2022,1164026,No,02/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003562332,"South Tech Orthopedics, Inc",Raleigh,North Carolina,27616,United States,2022,1165593,No,02/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718792,"KLEB, Inc",Lexington,Kentucky,40511,United States,2022,1163378,No,02/23/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014678321,Performance Orthopedics Associates Inc,Mountain Brk,Alabama,35223,United States,2022,1162854,Yes,02/22/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003945119,Delaware Valley Institute of Fertility & Genetics,Marlton,New Jersey,08053,United States,2022,1163836,No,02/22/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009510454,Legacy Donor Services Foundation,Jacksonville,Florida,32216,United States,2022,1162876,No,02/17/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012084065,Peter Charles Klatsky MD Inc,San Francisco,California,94109,United States,2022,1163644,No,02/17/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008415648,"KryoCal, LLC dba Kryosphere",Cary,North Carolina,27513,United States,2022,1165587,No,02/17/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014323811,Southern Edge Orthopaedics,Jupiter,Florida,33477,United States,2022,1162462,No,02/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718786,Cincinnati Eye Bank for Sight Restoration LLC,Cincinnati,Ohio,45241,United States,2022,1162778,No,02/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004453319,IVFMD - Advanced Reproductive Laboratory,Irving,Texas,75063,United States,2022,1163350,No,02/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003929725,The Laboratory at the Center for Advanced Reproductive Svcs,Farmington,Connecticut,06032,United States,2022,1162420,Yes,02/15/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010436541,Gold Coast IVF,Woodbury,New York,11797,United States,2022,1162321,No,02/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
