FEI Number,Legal Name,City,State,Zip,Country/Area,Fiscal Year,Inspection ID,Posted Citations,Inspection End Date,Classification,Project Area,Product Type,FMD-145 Date
3007836456,"Integrity Biosurgical Systems, Inc.",Andover,New Jersey,07821,United States,2022,1169041,No,05/02/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007934611,ORTHOLOGIC LLC,Birmingham,Alabama,35243,United States,2022,1169179,No,05/02/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001237746,Dental Health Products Inc.,New Franken,Wisconsin,54229,United States,2022,1170921,No,05/02/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3018805840,Kindbody Silicon Valley,Los Altos,California,94022,United States,2022,1169781,No,04/28/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008599177,"K2M, Inc.",Leesburg,Virginia,20175,United States,2022,1168720,No,04/21/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008914686,Dendreon Pharmaceuticals LLC,Union City,Georgia,30291,United States,2022,1169722,No,04/21/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004018637,Special Procedures Laboratory,Houston,Texas,77030,United States,2022,1167946,No,04/20/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003947149,CRM Alabama LLC,Mobile,Alabama,36607,United States,2022,1168733,No,04/19/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004961294,OU Health Reproductive Medicine Lab,Oklahoma City,Oklahoma,73104,United States,2022,1170087,No,04/18/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004557155,Integris Bennett Fertility Institute,Oklahoma City,Oklahoma,73112,United States,2022,1168197,No,04/15/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010292857,Wright Medical Technology Inc,Columbus,Ohio,43229,United States,2022,1167816,No,04/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006850594,South Dakota Lions Eye and Tissue Bank Inc,Rapid City,South Dakota,57703,United States,2022,1167916,No,04/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003945126,Center For Advanced Reproductive Medicine & Fertility,Edison,New Jersey,08817,United States,2022,1167958,No,04/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3020109322,"SNP Fertility OKC, LLC",Oklahoma City,Oklahoma,73112,United States,2022,1168175,No,04/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001238030,Oklahoma Lions Eye Bank,Oklahoma City,Oklahoma,73105,United States,2022,1167937,No,04/13/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3017397143,Reproductive Medicine Associates of San Diego,San Diego,California,92121,United States,2022,1167682,No,04/12/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3018115670,"Peter Charles Klatsky, M.D., Inc.",San Francisco,California,94105,United States,2022,1167160,No,04/11/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003969128,"American Infertility of New York, P.C.",New York,New York,10021,United States,2022,1167650,No,04/11/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012823434,"StimLabs, LLC",Roswell,Georgia,30076,United States,2022,1167413,No,04/07/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009672546,"Seattle Reproductive Medicine, Inc., P.S.",Bellevue,Washington,98004,United States,2022,1171334,No,04/07/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005587376,Northwell Health Laboratories,Little Neck,New York,11362,United States,2022,1166884,No,04/06/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014349111,PLATFORM LLC,Plainville,Connecticut,06062,United States,2022,1166929,No,04/06/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015930940,Fortis Surgical LLC,Glen Allen,Virginia,23060,United States,2022,1167031,No,04/06/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004893403,Cell Applications Inc,San Diego,California,92121,United States,2022,1166930,No,04/05/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010149285,Boston IVF at The Women's Hospital,Newburgh,Indiana,47630,United States,2022,1168585,No,04/05/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1625963,Audie L Murphy Memorial VA Hospital,San Antonio,Texas,78229,United States,2022,1166935,No,04/01/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003914874,"Cooper Institute for Reproductive Hormonal Disorders, P.C.",Mount Laurel,New Jersey,08054,United States,2022,1167728,No,04/01/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012925428,Tennessee Fertility Institute,Franklin,Tennessee,37067,United States,2022,1165960,No,03/30/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005103245,"Reproductive Science Center of New Jersey, P.A.",Eatontown,New Jersey,07724,United States,2022,1166215,No,03/29/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000281640,Harborview Medical Center,Seattle,Washington,98104,United States,2022,1167127,No,03/28/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1272759,"Yale New Haven Health, Lawrence & Memorial Hospital",New London,Connecticut,06320,United States,2022,1165909,No,03/25/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001451643,Gift of Hope - Organ & Tissue Donor Network,Itasca,Illinois,60143,United States,2022,1165906,No,03/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009200268,Sea Pearl East Inc.,Glen Rock,New Jersey,07452,United States,2022,1166238,No,03/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015969109,Biothread Dental Implants Inc,Palmetto Bay,Florida,33157,United States,2022,1165612,No,03/23/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015136849,"Peter Charles Klatsky, M.D., Inc.",Oakland,California,94612,United States,2022,1166059,No,03/23/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003447141,Legacy of Hope,Birmingham,Alabama,35233,United States,2022,1165715,No,03/22/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005620268,Midwest Fertility Specialists,Fort Wayne,Indiana,46825,United States,2022,1167518,No,03/22/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014741216,"Indiana Fertility Providers, LLC",Fort Wayne,Indiana,46825,United States,2022,1167581,No,03/22/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3017547540,NM FRM Andrology Services West,Oakbrook Terrace,Illinois,60181,United States,2022,1165165,No,03/21/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009752081,Embryo Donation International,Fort Myers,Florida,33907,United States,2022,1165226,No,03/18/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011640184,UW Health at The American Center,Madison,Wisconsin,53718,United States,2022,1164760,No,03/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2246948,"Cryo-Cell International, Inc",Oldsmar,Florida,34677,United States,2022,1165696,No,03/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1570988,The Christ Hospital Health Network,Cincinnati,Ohio,45219,United States,2022,1164977,No,03/15/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718784,Community Blood Center,Toledo,Ohio,43615,United States,2022,1165920,No,03/11/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000404960,Northwest Fertility Center,Portland,Oregon,97201,United States,2022,1164561,No,03/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014740577,Norm Biologics Inc.,Miami,Florida,33166,United States,2022,1164723,No,03/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005089827,"Tarrant Eye Resources, Inc.",Fort Worth,Texas,76104,United States,2022,1164738,No,03/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010600137,"Vivere New Orleans Fertility Laboratory, L.L.C.",New Orleans,Louisiana,70115,United States,2022,1166791,No,03/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003414712,Reproductive Resources Inc.,Metairie,Louisiana,70006,United States,2022,1166937,No,03/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3018115700,"Klatsky, Peter Charles, MD, Inc",Danville,California,94526,United States,2022,1164784,No,03/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008806154,Society Hill Reproductive Medicine,Philadelphia,Pennsylvania,19107,United States,2022,1165539,No,03/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1971880,Research Medical Center,Kansas City,Missouri,64132,United States,2022,1165973,No,03/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236616,"Musculoskeletal Transplant Foundation, Inc.",Edison,New Jersey,08837,United States,2022,1166490,No,03/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004147742,Oregon Health & Science University,Portland,Oregon,97239,United States,2022,1164356,No,03/08/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3018694215,Piedmont Reproductive Endocrinology Associates Lowcountry,Summerville,South Carolina,29486,United States,2022,1164680,No,03/07/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011194531,"Spark Therapeutics, Inc.",Philadelphia,Pennsylvania,19104,United States,2022,1171797,No,03/04/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004080549,Immunology and Histocompatibility Lab,Miami,Florida,33136,United States,2022,1163639,No,03/02/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003435198,MGH Bone Bank,Boston,Massachusetts,02114,United States,2022,1165234,No,03/02/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016710576,Central Coast Cryobank,San Luis Obispo,California,93405,United States,2022,1165128,No,03/01/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3019582795,Texas Procurement LLC,River Oaks,Texas,76114,United States,2022,1163550,No,02/25/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005681141,Park Avenue Fertility and Reproductive Medicine,Trumbull,Connecticut,06611,United States,2022,1163438,No,02/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005381997,LifeNet Health,Virginia Beach,Virginia,23455,United States,2022,1164026,No,02/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003562332,"South Tech Orthopedics, Inc",Raleigh,North Carolina,27616,United States,2022,1165593,No,02/24/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718792,"KLEB, Inc",Lexington,Kentucky,40511,United States,2022,1163378,No,02/23/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003945119,Delaware Valley Institute of Fertility & Genetics,Marlton,New Jersey,08053,United States,2022,1163836,No,02/22/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009510454,Legacy Donor Services Foundation,Jacksonville,Florida,32216,United States,2022,1162876,No,02/17/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012084065,Peter Charles Klatsky MD Inc,San Francisco,California,94109,United States,2022,1163644,No,02/17/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008415648,"KryoCal, LLC dba Kryosphere",Cary,North Carolina,27513,United States,2022,1165587,No,02/17/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014323811,Southern Edge Orthopaedics,Jupiter,Florida,33477,United States,2022,1162462,No,02/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718786,Cincinnati Eye Bank for Sight Restoration LLC,Cincinnati,Ohio,45241,United States,2022,1162778,No,02/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004453319,IVFMD - Advanced Reproductive Laboratory,Irving,Texas,75063,United States,2022,1163350,No,02/16/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010436541,Gold Coast IVF,Woodbury,New York,11797,United States,2022,1162321,No,02/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009746947,"ReproTech, LTD.",Garland,Texas,75042,United States,2022,1162418,No,02/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016851352,Pacific Medical Inc,Fresno,California,93710,United States,2022,1163852,No,02/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012706615,"The Fertility Center of New Mexico, LLC",Albuquerque,New Mexico,87106,United States,2022,1162424,No,02/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004628096,Arizona Andrology Laboratory & Cryobank,Tucson,Arizona,85710,United States,2022,1162971,No,02/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012841010,John F Freer LLC,Mountainside,New Jersey,07092,United States,2022,1162053,No,02/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718790,Lions Eye Bank of West Central Ohio,Dayton,Ohio,45439,United States,2022,1162210,No,02/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004272066,North Houston Center for Reproductive Medicine dba Hart Fertility Center,Shenandoah,Texas,77384,United States,2022,1162284,No,02/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004571445,AHN Center for Reproductive Medicine,Pittsburgh,Pennsylvania,15237,United States,2022,1162459,No,02/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006803588,"Folsom Metal Products, Inc.",Pelham,Alabama,35124,United States,2022,1162055,No,02/08/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008961297,Orthority Corporation,Caguas,Puerto Rico,00725,United States,2022,1162402,No,02/08/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010213165,Tri County Surgery Center,Thousand Oaks,California,91361,United States,2022,1159952,No,12/28/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007268508,Fort Worth Fertility P.A.,Fort Worth,Texas,76104,United States,2022,1160189,No,12/28/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3017935292,IVF Laboratories of Fort Worth LLC,Fort Worth,Texas,76104,United States,2022,1160587,No,12/28/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1049604,University of Louisville Health - University of Louisville Hospital,Louisville,Kentucky,40202,United States,2022,1161458,No,12/28/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3020161200,Shady Grove Fertility Jones Institute,Norfolk,Virginia,23507,United States,2022,1161505,No,12/21/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012673301,SAFC Carlsbad Inc.,Carlsbad,California,92009,United States,2022,1159031,No,12/16/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001456156,Lions Eye Bank Of Nebraska,Omaha,Nebraska,68105,United States,2022,1158725,No,12/13/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3017876968,"Aurora Health Care, Fertility Clinic",Kenosha,Wisconsin,53142,United States,2022,1158812,No,12/10/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3017393442,AFMC Diamond Lab,Diamond Bar,California,91765,United States,2022,1158817,No,12/09/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016710947,"SGF Tampa Bay, LLC",Wesley Chapel,Florida,33543,United States,2022,1159440,No,12/06/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005339885,"Sutter Medical Center, Sacramento",Sacramento,California,95816,United States,2022,1158613,No,12/03/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1872175,Spectrum Health Hospitals,Grand Rapids,Michigan,49503,United States,2022,1161179,No,12/03/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003651453,HonorBridge,Winston Salem,North Carolina,27103,United States,2022,1158004,No,12/02/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3019301545,"Boston IVF, The New Hampshire Center",Bedford,New Hampshire,03110,United States,2022,1160246,No,12/02/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003410694,Organogenesis Inc.,Vestavia Hills,Alabama,35216,United States,2022,1158368,No,12/01/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000451317,Reproductive Health Center,Tucson,Arizona,85712,United States,2022,1158391,No,12/01/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
