FEI Number,Legal Name,City,State,Zip,Country/Area,Fiscal Year,Inspection ID,Posted Citations,Inspection End Date,Classification,Project Area,Product Type,FMD-145 Date
1671466,Vitalant,San Angelo,Texas,76901,United States,2022,1174506,No,07/07/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1671466,Vitalant,San Angelo,Texas,76901,United States,2022,1174506,No,07/07/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3011394270,"New Jersey Organ & Tissue Sharing Network, Inc.",Edison,New Jersey,08837,United States,2022,1173810,No,07/05/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011394270,"New Jersey Organ & Tissue Sharing Network, Inc.",Edison,New Jersey,08837,United States,2022,1173810,No,07/05/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3011873059,We Are Blood,Austin,Texas,78748,United States,2022,1174414,No,07/01/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3011873059,We Are Blood,Austin,Texas,78748,United States,2022,1174414,No,07/01/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1273070,St. Joseph Healthcare St Joseph Hospital,Bangor,Maine,04401,United States,2022,1175279,No,07/01/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1273070,St. Joseph Healthcare St Joseph Hospital,Bangor,Maine,04401,United States,2022,1175279,No,07/01/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3005057005,Center for Reproductive Health Fertility Laboratory of Nashville,Nashville,Tennessee,37203,United States,2022,1173190,Yes,06/30/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3005057005,Center for Reproductive Health Fertility Laboratory of Nashville,Nashville,Tennessee,37203,United States,2022,1173190,Yes,06/30/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005057005,Center for Reproductive Health Fertility Laboratory of Nashville,Nashville,Tennessee,37203,United States,2022,1173190,Yes,06/30/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3021513795,Meta Dental,Northridge,California,91324,United States,2022,1173645,Yes,06/30/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3021513795,Meta Dental,Northridge,California,91324,United States,2022,1173645,Yes,06/30/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3008847058,"Mid-Atlantic Surgical Systems, LLC",Carnegie,Pennsylvania,15106,United States,2022,1173785,No,06/30/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008847058,"Mid-Atlantic Surgical Systems, LLC",Carnegie,Pennsylvania,15106,United States,2022,1173785,No,06/30/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3017484724,BioLife Plasma Services L.P.,Harwood Heights,Illinois,60706,United States,2022,1173995,No,06/30/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3017484724,BioLife Plasma Services L.P.,Harwood Heights,Illinois,60706,United States,2022,1173995,No,06/30/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1475219,Northern Illinois Blood Bank dba Rock River Valley Blood Center,Rockford,Illinois,61107,United States,2022,1175449,No,06/30/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1475219,Northern Illinois Blood Bank dba Rock River Valley Blood Center,Rockford,Illinois,61107,United States,2022,1175449,No,06/30/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1000514070,Biomat USA Inc,Lewiston,Maine,04240,United States,2022,1174876,No,06/29/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1000514070,Biomat USA Inc,Lewiston,Maine,04240,United States,2022,1174876,No,06/29/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3003908656,Tacoma Pierce County Blood Bank,Federal Way,Washington,98003,United States,2022,1173350,No,06/28/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3003908656,Tacoma Pierce County Blood Bank,Federal Way,Washington,98003,United States,2022,1173350,No,06/28/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1074059,Norton Hospitals Inc,Louisville,Kentucky,40202,United States,2022,1173641,No,06/28/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1074059,Norton Hospitals Inc,Louisville,Kentucky,40202,United States,2022,1173641,No,06/28/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1930361,Harry S. Truman Memorial Veterans Hospital,Columbia,Missouri,65201,United States,2022,1174424,No,06/28/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1930361,Harry S. Truman Memorial Veterans Hospital,Columbia,Missouri,65201,United States,2022,1174424,No,06/28/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3017525521,CSL Plasma Inc.,Columbia,Missouri,65201,United States,2022,1174372,No,06/27/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3017525521,CSL Plasma Inc.,Columbia,Missouri,65201,United States,2022,1174372,No,06/27/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3002633012,Versiti Wisconsin Inc. - Transfusion Service,Wauwatosa,Wisconsin,53226,United States,2022,1174865,No,06/27/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3002633012,Versiti Wisconsin Inc. - Transfusion Service,Wauwatosa,Wisconsin,53226,United States,2022,1174865,No,06/27/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3004156940,Midland Memorial Hospital,Midland,Texas,79701,United States,2022,1173040,No,06/24/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3004156940,Midland Memorial Hospital,Midland,Texas,79701,United States,2022,1173040,No,06/24/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3012870264,Littleton Adventist Hospital,Littleton,Colorado,80122,United States,2022,1174296,No,06/24/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3012870264,Littleton Adventist Hospital,Littleton,Colorado,80122,United States,2022,1174296,No,06/24/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3007802189,"The Fertility Institutes, Jeffrey Steinberg, MD Incorporated",New York,New York,10065,United States,2022,1172853,Yes,06/23/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3007802189,"The Fertility Institutes, Jeffrey Steinberg, MD Incorporated",New York,New York,10065,United States,2022,1172853,Yes,06/23/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007802189,"The Fertility Institutes, Jeffrey Steinberg, MD Incorporated",New York,New York,10065,United States,2022,1172853,Yes,06/23/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1270008,"Yale New Haven Hospital, BB",New Haven,Connecticut,06510,United States,2022,1173197,No,06/23/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1270008,"Yale New Haven Hospital, BB",New Haven,Connecticut,06510,United States,2022,1173197,No,06/23/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3000717632,Biomat USA Inc,Toledo,Ohio,43607,United States,2022,1173782,No,06/23/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3000717632,Biomat USA Inc,Toledo,Ohio,43607,United States,2022,1173782,No,06/23/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1000389954,"Aurora St. Luke's Medical Center of Aurora Health Care Metro, Inc.",Milwaukee,Wisconsin,53215,United States,2022,1175053,No,06/23/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1000389954,"Aurora St. Luke's Medical Center of Aurora Health Care Metro, Inc.",Milwaukee,Wisconsin,53215,United States,2022,1175053,No,06/23/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3010519777,St. Anthony's Hospital,Lakewood,Colorado,80228,United States,2022,1174298,No,06/22/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3010519777,St. Anthony's Hospital,Lakewood,Colorado,80228,United States,2022,1174298,No,06/22/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1978006,American Red Cross Blood Services,Columbia,Missouri,65203,United States,2022,1174360,No,06/22/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1978006,American Red Cross Blood Services,Columbia,Missouri,65203,United States,2022,1174360,No,06/22/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3013942860,CSL Plasma Inc.,Warren,Ohio,44483,United States,2022,1174736,No,06/21/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3013942860,CSL Plasma Inc.,Warren,Ohio,44483,United States,2022,1174736,No,06/21/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
2374536,The Blood Center,New Orleans,Louisiana,70119,United States,2022,1172118,Yes,06/17/2022,Voluntary Action Indicated (VAI),Blood and Blood Products,Biologics,-
2374536,The Blood Center,New Orleans,Louisiana,70119,United States,2022,1172118,Yes,06/17/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1371719,Rochester General Hospital,Rochester,New York,14621,United States,2022,1172733,No,06/17/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1371719,Rochester General Hospital,Rochester,New York,14621,United States,2022,1172733,No,06/17/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3022633827,"Meagan W. Shepherd, M.D.",Huntington,West Virginia,25701,United States,2022,1173361,No,06/17/2022,No Action Indicated (NAI),Bioresearch Monitoring,Biologics,-
3006403388,"Octapharma Plasma, Inc.",Ypsilanti,Michigan,48197,United States,2022,1172652,No,06/16/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3006403388,"Octapharma Plasma, Inc.",Ypsilanti,Michigan,48197,United States,2022,1172652,No,06/16/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3006308014,"Emmanuel  Walter, M.D.",Durham,North Carolina,27705,United States,2022,1172793,No,06/16/2022,No Action Indicated (NAI),Bioresearch Monitoring,Biologics,-
3002809463,Department of Defense - Navy,Guantanamo Bay,-,-,Cuba,2022,1173100,No,06/16/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1672331,Carter BloodCare - Tyler,Tyler,Texas,75701,United States,2022,1173367,No,06/16/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1672331,Carter BloodCare - Tyler,Tyler,Texas,75701,United States,2022,1173367,No,06/16/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3006129391,WellSky Corporation,Overland Park,Kansas,66210,United States,2022,1173378,No,06/16/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3006129391,WellSky Corporation,Overland Park,Kansas,66210,United States,2022,1173378,No,06/16/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3013035455,UC San Diego Health Clinical Lab - La jolla,La Jolla,California,92037,United States,2022,1173591,No,06/16/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3013035455,UC San Diego Health Clinical Lab - La jolla,La Jolla,California,92037,United States,2022,1173591,No,06/16/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3009378925,"Wright Medical Technology, Inc.",Orlando,Florida,32822,United States,2022,1172462,No,06/15/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009378925,"Wright Medical Technology, Inc.",Orlando,Florida,32822,United States,2022,1172462,No,06/15/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3011713385,CSL Plasma Inc.,Orlando,Florida,32839,United States,2022,1172562,No,06/15/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3011713385,CSL Plasma Inc.,Orlando,Florida,32839,United States,2022,1172562,No,06/15/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
2573715,The Good Samaritan Hospital of Lebanon dba Wellspan Good Samaritan Hospital,Lebanon,Pennsylvania,17042,United States,2022,1172987,No,06/15/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
2573715,The Good Samaritan Hospital of Lebanon dba Wellspan Good Samaritan Hospital,Lebanon,Pennsylvania,17042,United States,2022,1172987,No,06/15/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1000526836,Laboratory Corp. of America,Raritan,New Jersey,08869,United States,2022,1173018,No,06/15/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000526836,Laboratory Corp. of America,Raritan,New Jersey,08869,United States,2022,1173018,No,06/15/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3005081370,Louisville Reproductive Center,Louisville,Kentucky,40207,United States,2022,1172027,No,06/14/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1177785,American National Red Cross,Columbia,Maryland,21044,United States,2022,1172122,No,06/14/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1177785,American National Red Cross,Columbia,Maryland,21044,United States,2022,1172122,No,06/14/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
2270838,Morristown Medical Center Atlantic Health Blood Bank,Morristown,New Jersey,07960,United States,2022,1172619,No,06/14/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
2270838,Morristown Medical Center Atlantic Health Blood Bank,Morristown,New Jersey,07960,United States,2022,1172619,No,06/14/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3005956797,"Wright Medical Technology, Inc. - District Service Center - St. Louis",Fenton,Missouri,63026,United States,2022,1173188,No,06/14/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005956797,"Wright Medical Technology, Inc. - District Service Center - St. Louis",Fenton,Missouri,63026,United States,2022,1173188,No,06/14/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1000522998,Vitalant,Grass Valley,California,95945,United States,2022,1173911,No,06/14/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
2073550,Southern AZ VA Health Care System,Tucson,Arizona,85723,United States,2022,1174221,No,06/14/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
2073550,Southern AZ VA Health Care System,Tucson,Arizona,85723,United States,2022,1174221,No,06/14/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3073762,MultiCare Health System,Tacoma,Washington,98405,United States,2022,1173628,No,06/13/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3073762,MultiCare Health System,Tacoma,Washington,98405,United States,2022,1173628,No,06/13/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3022938874,American Blood Bank Corp,Miami Gardens,Florida,33169,United States,2022,1173708,No,06/13/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3022938874,American Blood Bank Corp,Miami Gardens,Florida,33169,United States,2022,1173708,No,06/13/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3015514979,"Seattle Sperm Bank, LLC",La Jolla,California,92037,United States,2022,1171553,Yes,06/10/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3015514979,"Seattle Sperm Bank, LLC",La Jolla,California,92037,United States,2022,1171553,Yes,06/10/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015514979,"Seattle Sperm Bank, LLC",La Jolla,California,92037,United States,2022,1171553,Yes,06/10/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3005772437,South Texas Blood and Tissue Center,New Braunfels,Texas,78130,United States,2022,1171968,No,06/10/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3005772437,South Texas Blood and Tissue Center,New Braunfels,Texas,78130,United States,2022,1171968,No,06/10/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3008773451,Reproductive Medicine Associates of Philadelphia,King of Prussia,Pennsylvania,19406,United States,2022,1172209,No,06/10/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3008773451,Reproductive Medicine Associates of Philadelphia,King of Prussia,Pennsylvania,19406,United States,2022,1172209,No,06/10/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008773451,Reproductive Medicine Associates of Philadelphia,King of Prussia,Pennsylvania,19406,United States,2022,1172209,No,06/10/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3021601146,"Anne Hurlet, M.D.",New York,New York,10029,United States,2022,1173950,No,06/10/2022,No Action Indicated (NAI),Bioresearch Monitoring,Biologics,-
3013122708,Ballad Bristol Regional Medical Center,Bristol,Tennessee,37620,United States,2022,1174530,No,06/10/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3013122708,Ballad Bristol Regional Medical Center,Bristol,Tennessee,37620,United States,2022,1174530,No,06/10/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3005235489,Innotek Medical Products Inc.,Oak Brook,Illinois,60523,United States,2022,1171773,No,06/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005235489,Innotek Medical Products Inc.,Oak Brook,Illinois,60523,United States,2022,1171773,No,06/09/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3003380161,"Promethean LifeSciences, Inc.",Pittsburgh,Pennsylvania,15219,United States,2022,1172008,No,06/09/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3003380161,"Promethean LifeSciences, Inc.",Pittsburgh,Pennsylvania,15219,United States,2022,1172008,No,06/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003380161,"Promethean LifeSciences, Inc.",Pittsburgh,Pennsylvania,15219,United States,2022,1172008,No,06/09/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3020027017,"San Francisco Fertility Centers, A Medical Corporation",Greenbrae,California,94904,United States,2022,1172386,No,06/09/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3020027017,"San Francisco Fertility Centers, A Medical Corporation",Greenbrae,California,94904,United States,2022,1172386,No,06/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3020027017,"San Francisco Fertility Centers, A Medical Corporation",Greenbrae,California,94904,United States,2022,1172386,No,06/09/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1721390,Vitalant,Boulder,Colorado,80301,United States,2022,1172505,No,06/09/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1721390,Vitalant,Boulder,Colorado,80301,United States,2022,1172505,No,06/09/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3017660814,CSL Plasma Inc.,Tyler,Texas,75701,United States,2022,1172673,No,06/09/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3017660814,CSL Plasma Inc.,Tyler,Texas,75701,United States,2022,1172673,No,06/09/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3006986921,Biomat USA Inc.,Toledo,Ohio,43604,United States,2022,1172880,No,06/09/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3006986921,Biomat USA Inc.,Toledo,Ohio,43604,United States,2022,1172880,No,06/09/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1676815,South Texas Blood & Tissue Center,San Antonio,Texas,78201,United States,2022,1172990,No,06/09/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1676815,South Texas Blood & Tissue Center,San Antonio,Texas,78201,United States,2022,1172990,No,06/09/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1676815,South Texas Blood & Tissue Center,San Antonio,Texas,78201,United States,2022,1172990,No,06/09/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3000718051,Upstate New York Transplant Services Inc,Buffalo,New York,14221,United States,2022,1173308,No,06/09/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3000718051,Upstate New York Transplant Services Inc,Buffalo,New York,14221,United States,2022,1173308,No,06/09/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3015959534,Blood Bank of San Bernardino and Riverside Counties,Rancho Mirage,California,92270,United States,2022,1171717,No,06/08/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3015959534,Blood Bank of San Bernardino and Riverside Counties,Rancho Mirage,California,92270,United States,2022,1171717,No,06/08/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
2518659,"University Of Pennsylvania, Office of the Institutional Review Boards",Philadelphia,Pennsylvania,19104,United States,2022,1172392,No,06/08/2022,No Action Indicated (NAI),Bioresearch Monitoring,Biologics,-
3013164222,Vitalant,Hayward,California,94544,United States,2022,1172401,No,06/08/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3013164222,Vitalant,Hayward,California,94544,United States,2022,1172401,No,06/08/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1070647,Emory Decatur Hospital,Decatur,Georgia,30033,United States,2022,1172581,No,06/08/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1070647,Emory Decatur Hospital,Decatur,Georgia,30033,United States,2022,1172581,No,06/08/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1171309,"Johnston Memorial Hospital, Inc.",Abingdon,Virginia,24211,United States,2022,1172616,No,06/08/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1171309,"Johnston Memorial Hospital, Inc.",Abingdon,Virginia,24211,United States,2022,1172616,No,06/08/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3000719225,CTCA @ Midwestern Regional Medical Center,Zion,Illinois,60099,United States,2022,1172791,No,06/08/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3000719225,CTCA @ Midwestern Regional Medical Center,Zion,Illinois,60099,United States,2022,1172791,No,06/08/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3011931805,"AO Biome Therapeutics, Inc.",Cambridge,Massachusetts,02140,United States,2022,1173714,No,06/08/2022,No Action Indicated (NAI),Bioresearch Monitoring,Biologics,-
2972308,Alta Bates Summit Medical Center,Berkeley,California,94705,United States,2022,1171551,No,06/07/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1071159,Regional Medical Center of Orangeburg,Orangeburg,South Carolina,29118,United States,2022,1172017,No,06/07/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1071159,Regional Medical Center of Orangeburg,Orangeburg,South Carolina,29118,United States,2022,1172017,No,06/07/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1774110,North Colorado Medical Center Blood Bank,Greeley,Colorado,80631,United States,2022,1172087,No,06/07/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1774110,North Colorado Medical Center Blood Bank,Greeley,Colorado,80631,United States,2022,1172087,No,06/07/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
1000114926,Vitalant,Lake Bluff,Illinois,60044,United States,2022,1171804,No,06/06/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
1000114926,Vitalant,Lake Bluff,Illinois,60044,United States,2022,1171804,No,06/06/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
3012047188,Rebiotix,Roseville,Minnesota,55113,United States,2022,1171839,No,06/06/2022,No Action Indicated (NAI),Bioresearch Monitoring,Biologics,-
3003374197,Donor Network of Arizona,Tempe,Arizona,85281,United States,2022,1174148,No,06/06/2022,No Action Indicated (NAI),Blood and Blood Products,Biologics,-
3003374197,Donor Network of Arizona,Tempe,Arizona,85281,United States,2022,1174148,No,06/06/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003374197,Donor Network of Arizona,Tempe,Arizona,85281,United States,2022,1174148,No,06/06/2022,No Action Indicated (NAI),Vaccines and Allergenic Products,Biologics,-
