,State,County name,CountyFIPS,Arthritis-Crude Prevalence,color
2650,TX,KARNES,48255,21.5,"[1, 0.673, 1]"
2651,TX,KAUFMAN,48257,21.9,"[1, 0.6603, 1]"
2652,TX,KENDALL,48259,24.8,"[1, 0.5683, 1]"
2653,TX,KENEDY,48261,24.2,"[1, 0.5872999999999999, 1]"
2654,TX,KENT,48263,28.6,"[1, 0.4476, 1]"
2655,TX,KERR,48265,29.1,"[1, 0.4317, 1]"
2656,TX,KIMBLE,48267,30.5,"[1, 0.3873, 1]"
2657,TX,KING,48269,26.5,"[1, 0.5143, 1]"
2658,TX,KINNEY,48271,26.3,"[1, 0.5206, 1]"
2659,TX,KLEBERG,48273,19.0,"[1, 0.7524, 1]"
2660,TX,KNOX,48275,26.9,"[1, 0.5016, 1]"
2661,TX,LAMAR,48277,27.0,"[1, 0.49839999999999995, 1]"
2662,TX,LAMB,48279,26.3,"[1, 0.5206, 1]"
2663,TX,LAMPASAS,48281,25.3,"[1, 0.5524, 1]"
2664,TX,LA SALLE,48283,19.2,"[1, 0.746, 1]"
2665,TX,LAVACA,48285,26.7,"[1, 0.5079, 1]"
2666,TX,LEE,48287,24.1,"[1, 0.5905, 1]"
2667,TX,LEON,48289,28.1,"[1, 0.4635, 1]"
2668,TX,LIBERTY,48291,22.8,"[1, 0.6316999999999999, 1]"
2669,TX,LIMESTONE,48293,26.6,"[1, 0.5111, 1]"
2670,TX,LIPSCOMB,48295,21.7,"[1, 0.6667000000000001, 1]"
2671,TX,LIVE OAK,48297,24.4,"[1, 0.581, 1]"
2672,TX,LLANO,48299,32.8,"[1, 0.3143, 1]"
2673,TX,LOVING,48301,27.2,"[1, 0.4921, 1]"
2674,TX,LUBBOCK,48303,19.6,"[1, 0.7333000000000001, 1]"
2675,TX,LYNN,48305,25.3,"[1, 0.5524, 1]"
2676,TX,MCCULLOCH,48307,27.6,"[1, 0.47940000000000005, 1]"
2677,TX,MCLENNAN,48309,22.6,"[1, 0.6381, 1]"
2678,TX,MCMULLEN,48311,25.1,"[1, 0.5587, 1]"
2679,TX,MADISON,48313,21.6,"[1, 0.6698, 1]"
2680,TX,MARION,48315,30.9,"[1, 0.37460000000000004, 1]"
2681,TX,MARTIN,48317,20.7,"[1, 0.6984, 1]"
2682,TX,MASON,48319,29.9,"[1, 0.4063, 1]"
2683,TX,MATAGORDA,48321,24.7,"[1, 0.5714, 1]"
2684,TX,MAVERICK,48323,20.9,"[1, 0.6920999999999999, 1]"
2685,TX,MEDINA,48325,22.0,"[1, 0.6571, 1]"
2686,TX,MENARD,48327,30.3,"[1, 0.39370000000000005, 1]"
2687,TX,MIDLAND,48329,17.8,"[1, 0.7905, 1]"
2688,TX,MILAM,48331,27.4,"[1, 0.4857, 1]"
2689,TX,MILLS,48333,29.6,"[1, 0.41590000000000005, 1]"
2690,TX,MITCHELL,48335,19.1,"[1, 0.7492, 1]"
2691,TX,MONTAGUE,48337,28.0,"[1, 0.4667, 1]"
2692,TX,MONTGOMERY,48339,20.9,"[1, 0.6920999999999999, 1]"
2693,TX,MOORE,48341,20.5,"[1, 0.7048, 1]"
2694,TX,MORRIS,48343,28.3,"[1, 0.45709999999999995, 1]"
2695,TX,MOTLEY,48345,32.9,"[1, 0.31110000000000004, 1]"
2696,TX,NACOGDOCHES,48347,23.2,"[1, 0.619, 1]"
2697,TX,NAVARRO,48349,25.5,"[1, 0.546, 1]"
2698,TX,NEWTON,48351,25.1,"[1, 0.5587, 1]"
2699,TX,NOLAN,48353,25.0,"[1, 0.5619000000000001, 1]"
2700,TX,NUECES,48355,22.5,"[1, 0.6413, 1]"
2701,TX,OCHILTREE,48357,20.1,"[1, 0.7175, 1]"
2702,TX,OLDHAM,48359,24.4,"[1, 0.581, 1]"
2703,TX,ORANGE,48361,24.5,"[1, 0.5778, 1]"
2704,TX,PALO PINTO,48363,26.3,"[1, 0.5206, 1]"
2705,TX,PANOLA,48365,25.6,"[1, 0.5428999999999999, 1]"
2706,TX,PARKER,48367,23.6,"[1, 0.6063000000000001, 1]"
2707,TX,PARMER,48369,22.2,"[1, 0.6508, 1]"
2708,TX,PECOS,48371,18.6,"[1, 0.7651, 1]"
2709,TX,POLK,48373,27.1,"[1, 0.4952, 1]"
2710,TX,POTTER,48375,22.9,"[1, 0.6286, 1]"
2711,TX,PRESIDIO,48377,26.0,"[1, 0.5302, 1]"
2712,TX,RAINS,48379,28.1,"[1, 0.4635, 1]"
2713,TX,RANDALL,48381,21.4,"[1, 0.6762, 1]"
2714,TX,REAGAN,48383,19.9,"[1, 0.7238, 1]"
2715,TX,REAL,48385,31.4,"[1, 0.3587, 1]"
2716,TX,RED RIVER,48387,30.9,"[1, 0.37460000000000004, 1]"
2717,TX,REEVES,48389,18.2,"[1, 0.7778, 1]"
2718,TX,REFUGIO,48391,25.6,"[1, 0.5428999999999999, 1]"
2719,TX,ROBERTS,48393,24.4,"[1, 0.581, 1]"
2720,TX,ROBERTSON,48395,26.5,"[1, 0.5143, 1]"
2721,TX,ROCKWALL,48397,20.6,"[1, 0.7016, 1]"
2722,TX,RUNNELS,48399,27.8,"[1, 0.473, 1]"
2723,TX,RUSK,48401,24.5,"[1, 0.5778, 1]"
2724,TX,SABINE,48403,33.6,"[1, 0.28890000000000005, 1]"
2725,TX,SAN AUGUSTINE,48405,32.5,"[1, 0.3238, 1]"
2726,TX,SAN JACINTO,48407,28.5,"[1, 0.4508, 1]"
2727,TX,SAN PATRICIO,48409,22.0,"[1, 0.6571, 1]"
2728,TX,SAN SABA,48411,26.5,"[1, 0.5143, 1]"
2729,TX,SCHLEICHER,48413,22.7,"[1, 0.6349, 1]"
2730,TX,SCURRY,48415,21.0,"[1, 0.6889000000000001, 1]"
2731,TX,SHACKELFORD,48417,26.7,"[1, 0.5079, 1]"
2732,TX,SHELBY,48419,27.0,"[1, 0.49839999999999995, 1]"
2733,TX,SHERMAN,48421,22.7,"[1, 0.6349, 1]"
2734,TX,SMITH,48423,22.8,"[1, 0.6316999999999999, 1]"
2735,TX,SOMERVELL,48425,25.1,"[1, 0.5587, 1]"
2736,TX,STARR,48427,21.5,"[1, 0.673, 1]"
2737,TX,STEPHENS,48429,25.9,"[1, 0.5333, 1]"
2738,TX,STERLING,48431,24.7,"[1, 0.5714, 1]"
2739,TX,STONEWALL,48433,31.3,"[1, 0.3619, 1]"
2740,TX,SUTTON,48435,21.7,"[1, 0.6667000000000001, 1]"
2741,TX,SWISHER,48437,25.3,"[1, 0.5524, 1]"
2742,TX,TARRANT,48439,18.6,"[1, 0.7651, 1]"
2743,TX,TAYLOR,48441,22.7,"[1, 0.6349, 1]"
2744,TX,TERRELL,48443,26.9,"[1, 0.5016, 1]"
2745,TX,TERRY,48445,23.5,"[1, 0.6094999999999999, 1]"
2746,TX,THROCKMORTON,48447,29.4,"[1, 0.4222, 1]"
2747,TX,TITUS,48449,22.8,"[1, 0.6316999999999999, 1]"
2748,TX,TOM GREEN,48451,20.4,"[1, 0.7079, 1]"
2749,TX,TRAVIS,48453,14.6,"[1, 0.8921, 1]"
2750,TX,TRINITY,48455,31.1,"[1, 0.36829999999999996, 1]"
2751,TX,TYLER,48457,26.6,"[1, 0.5111, 1]"
2752,TX,UPSHUR,48459,25.5,"[1, 0.546, 1]"
2753,TX,UPTON,48461,21.8,"[1, 0.6635, 1]"
2754,TX,UVALDE,48463,23.2,"[1, 0.619, 1]"
2755,TX,VAL VERDE,48465,20.4,"[1, 0.7079, 1]"
2756,TX,VAN ZANDT,48467,26.4,"[1, 0.5175000000000001, 1]"
2757,TX,VICTORIA,48469,23.1,"[1, 0.6222, 1]"
2758,TX,WALKER,48471,20.1,"[1, 0.7175, 1]"
2759,TX,WALLER,48473,18.9,"[1, 0.7556, 1]"
2760,TX,WARD,48475,22.3,"[1, 0.6476, 1]"
2761,TX,WASHINGTON,48477,25.9,"[1, 0.5333, 1]"
2762,TX,WEBB,48479,19.1,"[1, 0.7492, 1]"
2763,TX,WHARTON,48481,24.3,"[1, 0.5841000000000001, 1]"
2764,TX,WHEELER,48483,24.2,"[1, 0.5872999999999999, 1]"
2765,TX,WICHITA,48485,23.8,"[1, 0.6, 1]"
2766,TX,WILBARGER,48487,25.0,"[1, 0.5619000000000001, 1]"
2767,TX,WILLACY,48489,22.2,"[1, 0.6508, 1]"
2768,TX,WILLIAMSON,48491,19.3,"[1, 0.7429, 1]"
2769,TX,WILSON,48493,23.1,"[1, 0.6222, 1]"
2770,TX,WINKLER,48495,19.8,"[1, 0.727, 1]"
2771,TX,WISE,48497,24.1,"[1, 0.5905, 1]"
2772,TX,WOOD,48499,29.6,"[1, 0.41590000000000005, 1]"
2773,TX,YOAKUM,48501,20.7,"[1, 0.6984, 1]"
2774,TX,YOUNG,48503,27.3,"[1, 0.4889, 1]"
2775,TX,ZAPATA,48505,21.4,"[1, 0.6762, 1]"
2776,TX,ZAVALA,48507,22.3,"[1, 0.6476, 1]"
2777,UT,BEAVER,49001,24.3,"[1, 0.5841000000000001, 1]"
2778,UT,BOX ELDER,49003,23.6,"[1, 0.6063000000000001, 1]"
2779,UT,CACHE,49005,16.0,"[1, 0.8476, 1]"
2780,UT,CARBON,49007,28.2,"[1, 0.46030000000000004, 1]"
2781,UT,DAGGETT,49009,25.1,"[1, 0.5587, 1]"
2782,UT,DAVIS,49011,20.9,"[1, 0.6920999999999999, 1]"
2783,UT,DUCHESNE,49013,23.0,"[1, 0.6254, 1]"
2784,UT,EMERY,49015,27.8,"[1, 0.473, 1]"
2785,UT,GARFIELD,49017,28.9,"[1, 0.43810000000000004, 1]"
2786,UT,GRAND,49019,26.8,"[1, 0.5048, 1]"
2787,UT,IRON,49021,23.0,"[1, 0.6254, 1]"
2788,UT,JUAB,49023,24.8,"[1, 0.5683, 1]"
2789,UT,KANE,49025,28.6,"[1, 0.4476, 1]"
2790,UT,MILLARD,49027,24.9,"[1, 0.5650999999999999, 1]"
2791,UT,MORGAN,49029,22.7,"[1, 0.6349, 1]"
2792,UT,PIUTE,49031,32.5,"[1, 0.3238, 1]"
2793,UT,RICH,49033,27.4,"[1, 0.4857, 1]"
2794,UT,SALT LAKE,49035,18.7,"[1, 0.7619, 1]"
2795,UT,SAN JUAN,49037,26.7,"[1, 0.5079, 1]"
2796,UT,SANPETE,49039,22.1,"[1, 0.654, 1]"
2797,UT,SEVIER,49041,26.4,"[1, 0.5175000000000001, 1]"
2798,UT,SUMMIT,49043,20.5,"[1, 0.7048, 1]"
2799,UT,TOOELE,49045,21.6,"[1, 0.6698, 1]"
2800,UT,UINTAH,49047,20.5,"[1, 0.7048, 1]"
2801,UT,UTAH,49049,15.1,"[1, 0.8762, 1]"
2802,UT,WASATCH,49051,19.0,"[1, 0.7524, 1]"
2803,UT,WASHINGTON,49053,26.5,"[1, 0.5143, 1]"
2804,UT,WAYNE,49055,27.9,"[1, 0.4698, 1]"
2805,UT,WEBER,49057,22.8,"[1, 0.6316999999999999, 1]"
2806,VT,ADDISON,50001,23.3,"[1, 0.6159, 1]"
2807,VT,BENNINGTON,50003,29.6,"[1, 0.41590000000000005, 1]"
2808,VT,CALEDONIA,50005,29.5,"[1, 0.41900000000000004, 1]"
2809,VT,CHITTENDEN,50007,21.2,"[1, 0.6825, 1]"
2810,VT,ESSEX,50009,32.6,"[1, 0.3206, 1]"
2811,VT,FRANKLIN,50011,26.6,"[1, 0.5111, 1]"
2812,VT,GRAND ISLE,50013,29.6,"[1, 0.41590000000000005, 1]"
2813,VT,LAMOILLE,50015,25.2,"[1, 0.5556, 1]"
2814,VT,ORANGE,50017,29.2,"[1, 0.4286, 1]"
2815,VT,ORLEANS,50019,26.7,"[1, 0.5079, 1]"
2816,VT,RUTLAND,50021,29.4,"[1, 0.4222, 1]"
2817,VT,WASHINGTON,50023,25.3,"[1, 0.5524, 1]"
2818,VT,WINDHAM,50025,27.9,"[1, 0.4698, 1]"
2819,VT,WINDSOR,50027,29.9,"[1, 0.4063, 1]"
2820,VA,ACCOMACK,51001,32.3,"[1, 0.33020000000000005, 1]"
2821,VA,ALBEMARLE,51003,22.2,"[1, 0.6508, 1]"
2822,VA,ALLEGHANY,51005,31.5,"[1, 0.3556, 1]"
2823,VA,AMELIA,51007,27.4,"[1, 0.4857, 1]"
2824,VA,AMHERST,51009,27.2,"[1, 0.4921, 1]"
2825,VA,APPOMATTOX,51011,27.8,"[1, 0.473, 1]"
2826,VA,ARLINGTON,51013,16.0,"[1, 0.8476, 1]"
2827,VA,AUGUSTA,51015,27.6,"[1, 0.47940000000000005, 1]"
2828,VA,BATH,51017,31.1,"[1, 0.36829999999999996, 1]"
2829,VA,BEDFORD,51019,27.5,"[1, 0.48250000000000004, 1]"
2830,VA,BLAND,51021,26.0,"[1, 0.5302, 1]"
2831,VA,BOTETOURT,51023,26.8,"[1, 0.5048, 1]"
2832,VA,BRUNSWICK,51025,29.9,"[1, 0.4063, 1]"
2833,VA,BUCHANAN,51027,32.0,"[1, 0.3397, 1]"
2834,VA,BUCKINGHAM,51029,28.3,"[1, 0.45709999999999995, 1]"
2835,VA,CAMPBELL,51031,26.3,"[1, 0.5206, 1]"
2836,VA,CAROLINE,51033,25.6,"[1, 0.5428999999999999, 1]"
2837,VA,CARROLL,51035,31.0,"[1, 0.37139999999999995, 1]"
2838,VA,CHARLES CITY,51036,30.3,"[1, 0.39370000000000005, 1]"
2839,VA,CHARLOTTE,51037,30.6,"[1, 0.3841, 1]"
2840,VA,CHESTERFIELD,51041,23.1,"[1, 0.6222, 1]"
2841,VA,CLARKE,51043,27.1,"[1, 0.4952, 1]"
2842,VA,CRAIG,51045,29.5,"[1, 0.41900000000000004, 1]"
2843,VA,CULPEPER,51047,25.4,"[1, 0.5492, 1]"
2844,VA,CUMBERLAND,51049,30.0,"[1, 0.4032, 1]"
2845,VA,DICKENSON,51051,29.8,"[1, 0.4095, 1]"
2846,VA,DINWIDDIE,51053,27.5,"[1, 0.48250000000000004, 1]"
2847,VA,ESSEX,51057,29.2,"[1, 0.4286, 1]"
2848,VA,FAIRFAX,51059,17.3,"[1, 0.8063, 1]"
2849,VA,FAUQUIER,51061,22.9,"[1, 0.6286, 1]"
2850,VA,FLOYD,51063,28.7,"[1, 0.4444, 1]"
2851,VA,FLUVANNA,51065,24.6,"[1, 0.5746, 1]"
2852,VA,FRANKLIN,51067,29.8,"[1, 0.4095, 1]"
2853,VA,FREDERICK,51069,24.3,"[1, 0.5841000000000001, 1]"
2854,VA,GILES,51071,28.4,"[1, 0.45399999999999996, 1]"
2855,VA,GLOUCESTER,51073,26.9,"[1, 0.5016, 1]"
2856,VA,GOOCHLAND,51075,26.7,"[1, 0.5079, 1]"
2857,VA,GRAYSON,51077,30.8,"[1, 0.3778, 1]"
2858,VA,GREENE,51079,26.0,"[1, 0.5302, 1]"
2859,VA,GREENSVILLE,51081,26.1,"[1, 0.527, 1]"
2860,VA,HALIFAX,51083,32.0,"[1, 0.3397, 1]"
2861,VA,HANOVER,51085,25.0,"[1, 0.5619000000000001, 1]"
2862,VA,HENRICO,51087,23.6,"[1, 0.6063000000000001, 1]"
2863,VA,HENRY,51089,31.7,"[1, 0.34919999999999995, 1]"
2864,VA,HIGHLAND,51091,33.9,"[1, 0.2794, 1]"
2865,VA,ISLE OF WIGHT,51093,26.9,"[1, 0.5016, 1]"
2866,VA,JAMES CITY,51095,27.1,"[1, 0.4952, 1]"
2867,VA,KING AND QUEEN,51097,30.2,"[1, 0.39680000000000004, 1]"
2868,VA,KING GEORGE,51099,22.9,"[1, 0.6286, 1]"
2869,VA,KING WILLIAM,51101,24.6,"[1, 0.5746, 1]"
2870,VA,LANCASTER,51103,34.6,"[1, 0.2571, 1]"
2871,VA,LEE,51105,30.3,"[1, 0.39370000000000005, 1]"
2872,VA,LOUDOUN,51107,16.4,"[1, 0.8349, 1]"
2873,VA,LOUISA,51109,26.7,"[1, 0.5079, 1]"
2874,VA,LUNENBURG,51111,29.7,"[1, 0.41269999999999996, 1]"
2875,VA,MADISON,51113,29.6,"[1, 0.41590000000000005, 1]"
2876,VA,MATHEWS,51115,29.7,"[1, 0.41269999999999996, 1]"
2877,VA,MECKLENBURG,51117,32.3,"[1, 0.33020000000000005, 1]"
2878,VA,MIDDLESEX,51119,31.8,"[1, 0.346, 1]"
2879,VA,MONTGOMERY,51121,17.7,"[1, 0.7937, 1]"
2880,VA,NELSON,51125,31.1,"[1, 0.36829999999999996, 1]"
2881,VA,NEW KENT,51127,24.3,"[1, 0.5841000000000001, 1]"
2882,VA,NORTHAMPTON,51131,33.4,"[1, 0.2952, 1]"
2883,VA,NORTHUMBERLAND,51133,32.4,"[1, 0.32699999999999996, 1]"
2884,VA,NOTTOWAY,51135,28.2,"[1, 0.46030000000000004, 1]"
2885,VA,ORANGE,51137,26.8,"[1, 0.5048, 1]"
2886,VA,PAGE,51139,28.0,"[1, 0.4667, 1]"
2887,VA,PATRICK,51141,32.3,"[1, 0.33020000000000005, 1]"
2888,VA,PITTSYLVANIA,51143,30.2,"[1, 0.39680000000000004, 1]"
2889,VA,POWHATAN,51145,24.9,"[1, 0.5650999999999999, 1]"
2890,VA,PRINCE EDWARD,51147,23.3,"[1, 0.6159, 1]"
2891,VA,PRINCE GEORGE,51149,21.3,"[1, 0.6794, 1]"
2892,VA,PRINCE WILLIAM,51153,18.9,"[1, 0.7556, 1]"
2893,VA,PULASKI,51155,28.7,"[1, 0.4444, 1]"
2894,VA,RAPPAHANNOCK,51157,29.4,"[1, 0.4222, 1]"
2895,VA,RICHMOND,51159,27.6,"[1, 0.47940000000000005, 1]"
2896,VA,ROANOKE,51161,27.9,"[1, 0.4698, 1]"
2897,VA,ROCKBRIDGE,51163,31.7,"[1, 0.34919999999999995, 1]"
2898,VA,ROCKINGHAM,51165,27.1,"[1, 0.4952, 1]"
2899,VA,RUSSELL,51167,32.3,"[1, 0.33020000000000005, 1]"
2900,VA,SCOTT,51169,31.8,"[1, 0.346, 1]"
2901,VA,SHENANDOAH,51171,27.5,"[1, 0.48250000000000004, 1]"
2902,VA,SMYTH,51173,29.9,"[1, 0.4063, 1]"
2903,VA,SOUTHAMPTON,51175,29.9,"[1, 0.4063, 1]"
2904,VA,SPOTSYLVANIA,51177,24.4,"[1, 0.581, 1]"
2905,VA,STAFFORD,51179,19.9,"[1, 0.7238, 1]"
2906,VA,SURRY,51181,29.5,"[1, 0.41900000000000004, 1]"
2907,VA,SUSSEX,51183,26.5,"[1, 0.5143, 1]"
2908,VA,TAZEWELL,51185,29.6,"[1, 0.41590000000000005, 1]"
2909,VA,WARREN,51187,24.8,"[1, 0.5683, 1]"
2910,VA,WASHINGTON,51191,28.0,"[1, 0.4667, 1]"
2911,VA,WESTMORELAND,51193,30.3,"[1, 0.39370000000000005, 1]"
2912,VA,WISE,51195,29.4,"[1, 0.4222, 1]"
2913,VA,WYTHE,51197,29.5,"[1, 0.41900000000000004, 1]"
2914,VA,YORK,51199,22.8,"[1, 0.6316999999999999, 1]"
2915,VA,ALEXANDRIA CITY,51510,18.1,"[1, 0.781, 1]"
2916,VA,BRISTOL CITY,51520,28.7,"[1, 0.4444, 1]"
2917,VA,BUENA VISTA CITY,51530,28.1,"[1, 0.4635, 1]"
2918,VA,CHARLOTTESVILLE CITY,51540,18.7,"[1, 0.7619, 1]"
2919,VA,CHESAPEAKE CITY,51550,22.4,"[1, 0.6444, 1]"
2920,VA,COLONIAL HEIGHTS CITY,51570,27.3,"[1, 0.4889, 1]"
2921,VA,COVINGTON CITY,51580,29.0,"[1, 0.43489999999999995, 1]"
2922,VA,DANVILLE CITY,51590,29.5,"[1, 0.41900000000000004, 1]"
2923,VA,EMPORIA CITY,51595,31.1,"[1, 0.36829999999999996, 1]"
2924,VA,FAIRFAX CITY,51600,20.5,"[1, 0.7048, 1]"
2925,VA,FALLS CHURCH CITY,51610,20.9,"[1, 0.6920999999999999, 1]"
2926,VA,FRANKLIN CITY,51620,29.9,"[1, 0.4063, 1]"
2927,VA,FREDERICKSBURG CITY,51630,19.5,"[1, 0.7364999999999999, 1]"
2928,VA,GALAX CITY,51640,30.6,"[1, 0.3841, 1]"
2929,VA,HAMPTON CITY,51650,24.9,"[1, 0.5650999999999999, 1]"
2930,VA,HARRISONBURG CITY,51660,17.6,"[1, 0.7968, 1]"
2931,VA,HOPEWELL CITY,51670,27.0,"[1, 0.49839999999999995, 1]"
2932,VA,LEXINGTON CITY,51678,18.4,"[1, 0.7714, 1]"
2933,VA,LYNCHBURG CITY,51680,21.7,"[1, 0.6667000000000001, 1]"
2934,VA,MANASSAS CITY,51683,18.6,"[1, 0.7651, 1]"
2935,VA,MANASSAS PARK CITY,51685,17.9,"[1, 0.7873, 1]"
2936,VA,MARTINSVILLE CITY,51690,31.8,"[1, 0.346, 1]"
2937,VA,NEWPORT NEWS CITY,51700,23.8,"[1, 0.6, 1]"
2938,VA,NORFOLK CITY,51710,20.3,"[1, 0.7111000000000001, 1]"
2939,VA,NORTON CITY,51720,26.5,"[1, 0.5143, 1]"
2940,VA,PETERSBURG CITY,51730,26.8,"[1, 0.5048, 1]"
2941,VA,POQUOSON CITY,51735,25.7,"[1, 0.5397000000000001, 1]"
2942,VA,PORTSMOUTH CITY,51740,25.6,"[1, 0.5428999999999999, 1]"
2943,VA,RADFORD CITY,51750,17.8,"[1, 0.7905, 1]"
2944,VA,RICHMOND CITY,51760,20.4,"[1, 0.7079, 1]"
2945,VA,ROANOKE CITY,51770,24.8,"[1, 0.5683, 1]"
2946,VA,SALEM CITY,51775,25.2,"[1, 0.5556, 1]"
2947,VA,STAUNTON CITY,51790,27.7,"[1, 0.47619999999999996, 1]"
2948,VA,SUFFOLK CITY,51800,24.8,"[1, 0.5683, 1]"
2949,VA,VIRGINIA BEACH CITY,51810,19.7,"[1, 0.7302, 1]"
2950,VA,WAYNESBORO CITY,51820,26.6,"[1, 0.5111, 1]"
2951,VA,WILLIAMSBURG CITY,51830,19.0,"[1, 0.7524, 1]"
2952,VA,WINCHESTER CITY,51840,24.3,"[1, 0.5841000000000001, 1]"
2953,WA,ADAMS,53001,22.9,"[1, 0.6286, 1]"
2954,WA,ASOTIN,53003,31.0,"[1, 0.37139999999999995, 1]"
2955,WA,BENTON,53005,24.2,"[1, 0.5872999999999999, 1]"
2956,WA,CHELAN,53007,27.9,"[1, 0.4698, 1]"
2957,WA,CLALLAM,53009,32.8,"[1, 0.3143, 1]"
2958,WA,CLARK,53011,25.6,"[1, 0.5428999999999999, 1]"
2959,WA,COLUMBIA,53013,35.2,"[1, 0.23809999999999998, 1]"
2960,WA,COWLITZ,53015,29.9,"[1, 0.4063, 1]"
2961,WA,DOUGLAS,53017,25.6,"[1, 0.5428999999999999, 1]"
2962,WA,FERRY,53019,34.4,"[1, 0.26349999999999996, 1]"
2963,WA,FRANKLIN,53021,20.5,"[1, 0.7048, 1]"
2964,WA,GARFIELD,53023,33.8,"[1, 0.2825, 1]"
2965,WA,GRANT,53025,24.7,"[1, 0.5714, 1]"
2966,WA,GRAYS HARBOR,53027,29.4,"[1, 0.4222, 1]"
2967,WA,ISLAND,53029,29.0,"[1, 0.43489999999999995, 1]"
2968,WA,JEFFERSON,53031,35.5,"[1, 0.22860000000000003, 1]"
2969,WA,KING,53033,19.2,"[1, 0.746, 1]"
2970,WA,KITSAP,53035,24.6,"[1, 0.5746, 1]"
2971,WA,KITTITAS,53037,22.2,"[1, 0.6508, 1]"
2972,WA,KLICKITAT,53039,31.0,"[1, 0.37139999999999995, 1]"
2973,WA,LEWIS,53041,33.4,"[1, 0.2952, 1]"
2974,WA,LINCOLN,53043,34.5,"[1, 0.2603, 1]"
2975,WA,MASON,53045,31.2,"[1, 0.3651, 1]"
2976,WA,OKANOGAN,53047,33.1,"[1, 0.30479999999999996, 1]"
2977,WA,PACIFIC,53049,36.7,"[1, 0.1905, 1]"
2978,WA,PEND OREILLE,53051,36.1,"[1, 0.20950000000000002, 1]"
2979,WA,PIERCE,53053,25.1,"[1, 0.5587, 1]"
2980,WA,SAN JUAN,53055,30.6,"[1, 0.3841, 1]"
2981,WA,SKAGIT,53057,28.4,"[1, 0.45399999999999996, 1]"
2982,WA,SKAMANIA,53059,28.8,"[1, 0.4413, 1]"
2983,WA,SNOHOMISH,53061,23.4,"[1, 0.6127, 1]"
2984,WA,SPOKANE,53063,26.5,"[1, 0.5143, 1]"
2985,WA,STEVENS,53065,34.1,"[1, 0.273, 1]"
2986,WA,THURSTON,53067,25.3,"[1, 0.5524, 1]"
2987,WA,WAHKIAKUM,53069,37.6,"[1, 0.16190000000000004, 1]"
2988,WA,WALLA WALLA,53071,25.4,"[1, 0.5492, 1]"
2989,WA,WHATCOM,53073,24.2,"[1, 0.5872999999999999, 1]"
2990,WA,WHITMAN,53075,19.2,"[1, 0.746, 1]"
2991,WA,YAKIMA,53077,23.9,"[1, 0.5968, 1]"
2992,WV,BARBOUR,54001,37.3,"[1, 0.1714, 1]"
2993,WV,BERKELEY,54003,31.2,"[1, 0.3651, 1]"
2994,WV,BOONE,54005,37.7,"[1, 0.15869999999999995, 1]"
2995,WV,BRAXTON,54007,40.0,"[1, 0.0857, 1]"
2996,WV,BROOKE,54009,37.6,"[1, 0.16190000000000004, 1]"
2997,WV,CABELL,54011,33.1,"[1, 0.30479999999999996, 1]"
2998,WV,CALHOUN,54013,40.0,"[1, 0.0857, 1]"
2999,WV,CLAY,54015,42.0,"[1, 0.022199999999999998, 1]"
3000,WV,DODDRIDGE,54017,36.4,"[1, 0.19999999999999996, 1]"
3001,WV,FAYETTE,54019,38.9,"[1, 0.12060000000000004, 1]"
3002,WV,GILMER,54021,31.2,"[1, 0.3651, 1]"
3003,WV,GRANT,54023,38.5,"[1, 0.13329999999999997, 1]"
3004,WV,GREENBRIER,54025,39.2,"[1, 0.11109999999999998, 1]"
3005,WV,HAMPSHIRE,54027,39.1,"[1, 0.11429999999999996, 1]"
3006,WV,HANCOCK,54029,39.7,"[1, 0.09519999999999995, 1]"
3007,WV,HARDY,54031,36.1,"[1, 0.20950000000000002, 1]"
3008,WV,HARRISON,54033,34.7,"[1, 0.254, 1]"
3009,WV,JACKSON,54035,38.1,"[1, 0.14600000000000002, 1]"
3010,WV,JEFFERSON,54037,30.6,"[1, 0.3841, 1]"
3011,WV,KANAWHA,54039,36.6,"[1, 0.19369999999999998, 1]"
3012,WV,LEWIS,54041,39.5,"[1, 0.10160000000000002, 1]"
3013,WV,LINCOLN,54043,40.0,"[1, 0.0857, 1]"
3014,WV,LOGAN,54045,40.3,"[1, 0.07620000000000005, 1]"
3015,WV,MCDOWELL,54047,41.7,"[1, 0.03169999999999995, 1]"
3016,WV,MARION,54049,34.1,"[1, 0.273, 1]"
3017,WV,MARSHALL,54051,36.6,"[1, 0.19369999999999998, 1]"
3018,WV,MASON,54053,39.0,"[1, 0.11750000000000005, 1]"
3019,WV,MERCER,54055,38.4,"[1, 0.13649999999999995, 1]"
3020,WV,MINERAL,54057,36.7,"[1, 0.1905, 1]"
3021,WV,MINGO,54059,38.7,"[1, 0.127, 1]"
3022,WV,MONONGALIA,54061,23.2,"[1, 0.619, 1]"
3023,WV,MONROE,54063,38.9,"[1, 0.12060000000000004, 1]"
3024,WV,MORGAN,54065,39.1,"[1, 0.11429999999999996, 1]"
3025,WV,NICHOLAS,54067,40.2,"[1, 0.07940000000000003, 1]"
3026,WV,OHIO,54069,35.3,"[1, 0.2349, 1]"
3027,WV,PENDLETON,54071,40.7,"[1, 0.0635, 1]"
3028,WV,PLEASANTS,54073,35.9,"[1, 0.21589999999999998, 1]"
3029,WV,POCAHONTAS,54075,40.1,"[1, 0.08250000000000002, 1]"
3030,WV,PRESTON,54077,32.9,"[1, 0.31110000000000004, 1]"
