,Legal Name,City,State,Zip,Country/Area,lat,lon,display,address
71,American Fertility Services,Greenwich,Connecticut,6830,United States,41.0264862,-73.6284598,"Greenwich, Fairfield County, Connecticut, United States","6830 , Greenwich , Connecticut"
72,"American Fertility Services, P.C.",New York,New York,10024,United States,40.7127281,-74.0060152,"City of New York, New York, United States","10024 , New York , New York"
73,"American Infertility of New York, P.C.",New York,New York,10021,United States,40.7127281,-74.0060152,"City of New York, New York, United States","10021 , New York , New York"
74,American Medical Management Inc,Schaumburg,Illinois,60173,United States,42.04717111713147,-88.04776288565736,"Schaumburg, Schaumburg Township, Cook County, Illinois, 60173, United States","60173 , Schaumburg , Illinois"
75,"American Medical Management, LLC",Burr Ridge,Illinois,60527,United States,41.7502971,-87.9161818,"Burr Ridge, DuPage County, Illinois, 65027, United States","60527 , Burr Ridge , Illinois"
76,American National Red Cross,San Juan,Puerto Rico,935,United States,-26.7982582,-55.0228553,"San Juan, Citrex, Puerto Rico, Municipio de Puerto Rico, Departamento Libertador General San Martín, Misiones, 3331, Argentina","935 , San Juan , Puerto Rico"
77,"American National Red Cross, The",Laguna Hills,California,92653,United States,33.59414446306805,-117.6996269227219,"Acacia Knolls, Laguna Hills, Orange County, California, 92653, United States","92653 , Laguna Hills , California"
78,American Reproductive Centers,Palm Springs,California,92262,United States,33.840511479834255,-116.51901206169428,"Palm Springs, Riverside County, California, 92262, United States","92262 , Palm Springs , California"
79,"American Reproductive Centers, Inc.",Costa Mesa,California,92627,United States,33.646167751446605,-117.9191904710854,"Costa Mesa, Orange County, California, 92627, United States","92627 , Costa Mesa , California"
80,"Amnio Technology, LLC",Phoenix,Arizona,85027,United States,33.6703799791889,-112.10563846353864,"Phoenix, Maricopa County, Arizona, 85027, United States","85027 , Phoenix , Arizona"
81,"Amniogistic, LLC",Springfield,Missouri,65804,United States,37.15965470737636,-93.25538070259849,"Springfield, Greene County, Missouri, 65804, United States","65804 , Springfield , Missouri"
82,AnMed Health,Anderson,South Carolina,29621,United States,34.52997385574425,-82.6316744045954,"Anderson, Anderson County, South Carolina, 29621, United States","29621 , Anderson , South Carolina"
83,"Andrology Laboratory Services, Inc",Chicago,Illinois,60611,United States,41.8949892729885,-87.6226382045977,"Near North Side, Chicago, Cook County, Illinois, 60611, United States","60611 , Chicago , Illinois"
84,Ann & Robert H Lurie Children's Hospital of Chicago,Chicago,Illinois,60611,United States,41.8949892729885,-87.6226382045977,"Near North Side, Chicago, Cook County, Illinois, 60611, United States","60611 , Chicago , Illinois"
85,Apex Biologics,Alpine,Utah,84004,United States,40.45516705,-111.77577216,"Alpine, Utah County, Utah, 84004, United States","84004 , Alpine , Utah"
86,Applied Biologics LLC,Scottsdale,Arizona,85258,United States,33.601489650000005,-111.8493395463428,"Central Arizona Project Canal, Taliesin West, Scottsdale, Maricopa County, Arizona, United States","85258 , Scottsdale , Arizona"
87,Arizona Andrology Laboratory & Cryobank,Tucson,Arizona,85710,United States,32.22127484260638,-110.843964187249,"El Gheko, Tucson, Pima County, Arizona, 85710, United States","85710 , Tucson , Arizona"
88,Arizona Center for Reproductive Endocrinology & Infertility,Tucson,Arizona,85712,United States,32.24649813703704,-110.89184459629628,"Tucson, Pima County, Arizona, 85712, United States","85712 , Tucson , Arizona"
89,Arizona Reproductive Medicine Specialists,Phoenix,Arizona,85016,United States,33.501464041776934,-112.03855059924386,"Phoenix, Maricopa County, Arizona, 85016, United States","85016 , Phoenix , Arizona"
90,Arkansas Feritility & Gynecology Associates,Little Rock,Arkansas,72205,United States,34.75159047624831,-92.34576986005398,"Little Rock, Pulaski County, Arkansas, 72205, United States","72205 , Little Rock , Arkansas"
91,Arkansas Lions Eye Bank & Laboratory,Little Rock,Arkansas,72205,United States,34.75159047624831,-92.34576986005398,"Little Rock, Pulaski County, Arkansas, 72205, United States","72205 , Little Rock , Arkansas"
92,Arkansas Regional Organ Recovery Agency,Little Rock,Arkansas,72205,United States,34.75159047624831,-92.34576986005398,"Little Rock, Pulaski County, Arkansas, 72205, United States","72205 , Little Rock , Arkansas"
93,"Arms, Inc.",Cooper City,Florida,33328,United States,26.057783,-80.2695109,"Cooper City, Broward County, Florida, United States","33328 , Cooper City , Florida"
94,Arteriocyte Medical Systems Inc,Hopkinton,Massachusetts,1748,United States,42.2288875,-71.5196439,"Hopkinton, Middlesex County, Massachusetts, United States","1748 , Hopkinton , Massachusetts"
95,"Arthomed, LLC.",Delray Beach,Florida,33444,United States,26.45912191058091,-80.08628357178424,"Delray Beach, Palm Beach County, Florida, 33444, United States","33444 , Delray Beach , Florida"
96,Ascension Via Christi Hospitals Wichita Inc,Wichita,Kansas,67214,United States,37.69902033809524,-97.32448212857145,"Wichita, Sedgwick County, Kansas, 67214, United States","67214 , Wichita , Kansas"
97,Aspire Fertility,Houston,Texas,77030,United States,29.705316533084577,-95.40499932139303,"Houston, Harris County, Texas, 77030, United States","77030 , Houston , Texas"
98,Aspire Fertility - Atlanta,Atlanta,Georgia,30328,United States,33.7489924,-84.3902644,"Atlanta, Fulton County, Georgia, United States","30328 , Atlanta , Georgia"
99,Aspire Fertility Institute Austin,Austin,Texas,78705,United States,30.29209155560946,-97.7390149515464,"Austin, Travis County, Texas, 78705, United States","78705 , Austin , Texas"
100,Aspire Fertility Institute McAllen,Mcallen,Texas,78504,United States,26.25877476826265,-98.22794036552668,"McAllen, Hidalgo County, Texas, 78504, United States","78504 , Mcallen , Texas"
101,Aspire Fertility Institute San Antonio,San Antonio,Texas,78258,United States,29.646793318429488,-98.48270977676282,"San Antonio, Bexar County, Texas, 78258, United States","78258 , San Antonio , Texas"
102,Aspire Fertility-Dallas,Addison,Texas,75001,United States,32.94910312882562,-96.84216764590748,"Addison, Dallas County, Texas, 75001, United States","75001 , Addison , Texas"
103,Assisted Reproductive Technologies Medical Group Inc,Encino,California,91316,United States,21.0204318,-101.2731821,"Calle Baja California, Manuel Leal, Guanajuato, Municipio de Guanajuato, Guanajuato, 36040, México","91316 , Encino , California"
104,"AssureImmune, LLC",Miami,Florida,33136,United States,25.787314178627003,-80.20404218192219,"Miami, Miami-Dade County, Florida, 33136, United States","33136 , Miami , Florida"
105,Atlanta Blood Services,Atlanta,Georgia,30342,United States,33.7489924,-84.3902644,"Atlanta, Fulton County, Georgia, United States","30342 , Atlanta , Georgia"
106,"Atlanta Dental Supply, Inc.",Duluth,Georgia,30097,United States,34.0028569,-84.1441046,"Duluth, Gwinnett County, Georgia, United States","30097 , Duluth , Georgia"
107,Atlanta Reproductive Laboratories,Atlanta,Georgia,30342,United States,33.7489924,-84.3902644,"Atlanta, Fulton County, Georgia, United States","30342 , Atlanta , Georgia"
108,Atlantic Fertility Center Partners LLC,Raleigh,North Carolina,27617,United States,35.90906105243902,-78.76836778231707,"Raleigh, Wake County, North Carolina, 27617, United States","27617 , Raleigh , North Carolina"
109,Atrium Health Wake Forest Baptist,Winston Salem,North Carolina,27103,United States,36.06391108983254,-80.30756845538278,"Winston-Salem, Forsyth County, North Carolina, 27103, United States","27103 , Winston Salem , North Carolina"
110,Audie L Murphy Memorial VA Hospital,San Antonio,Texas,78229,United States,29.50626249341317,-98.5683992,"San Antonio, Bexar County, Texas, 78229, United States","78229 , San Antonio , Texas"
111,"Audubon Fertility, LLC",New Orleans,Louisiana,70115,United States,29.92759147794117,-90.102150730042,"New Orleans, Orleans Parish, Louisiana, 70115, United States","70115 , New Orleans , Louisiana"
112,Augusta University Medical Center,Augusta,Georgia,30912,United States,33.4708595875,-81.9886637125,"Augusta, Richmond County, Georgia, 30912, United States","30912 , Augusta , Georgia"
113,Aurora Fertility Services,Green Bay,Wisconsin,54311,United States,44.48717433496183,-87.93264216458016,"Green Bay, Brown County, Wisconsin, 54311, United States","54311 , Green Bay , Wisconsin"
114,Aurora Health Care - Aurora Fertility Services,West Allis,Wisconsin,53227,United States,42.99497569952268,-88.02515598615751,"West Allis, Milwaukee County, Wisconsin, 53227, United States","53227 , West Allis , Wisconsin"
115,"Aurora Health Care, Fertility Clinic",Kenosha,Wisconsin,53142,United States,42.55925320176565,-87.89355016131621,"Kenosha, Kenosha County, Wisconsin, 53142, United States","53142 , Kenosha , Wisconsin"
116,Aurora Spine Inc,Carlsbad,California,92008,United States,33.15459300100365,-117.33109556872265,"Carlsbad, San Diego County, California, 92008, United States","92008 , Carlsbad , California"
117,Austin Laboratory New Health LLC,Austin,Texas,78758,United States,30.38121841105288,-97.70710744092425,"Austin, Travis County, Texas, 78758, United States","78758 , Austin , Texas"
118,Avant Solutions,San Antonio,Texas,78258,United States,29.646793318429488,-98.48270977676282,"San Antonio, Bexar County, Texas, 78258, United States","78258 , San Antonio , Texas"
119,AxoGen Corporation,Dayton,Ohio,45402,United States,39.7611625542517,-84.18467071972789,"Dayton, Montgomery County, Ohio, 45402, United States","45402 , Dayton , Ohio"
120,"Axolotl Biologix, Inc.",Phoenix,Arizona,85027,United States,33.6703799791889,-112.10563846353864,"Phoenix, Maricopa County, Arizona, 85027, United States","85027 , Phoenix , Arizona"
121,Aziyo Biologics Inc,Richmond,California,94804,United States,37.918873387912086,-122.34419256043957,"Richmond, Contra Costa County, California, 94804, United States","94804 , Richmond , California"
122,"BHC, LLC",Brownsburg,Indiana,46112,United States,39.84710685949821,-86.38776558494624,"Brownsburg, Hendricks County, Indiana, 46112, United States","46112 , Brownsburg , Indiana"
123,BIOinnovations LLC,Lenexa,Kansas,66220,United States,38.96185715271318,-94.83682336666666,"Lenexa, Johnson County, Kansas, 66220, United States","66220 , Lenexa , Kansas"
124,BM Medical Management Services LLC.,Dallas,Texas,75204,United States,32.80031553747178,-96.78998536636568,"Dallas, Dallas County, Texas, 75204, United States","75204 , Dallas , Texas"
125,Baar Surgical LP,Irvine,California,92602,United States,33.73307177449615,-117.77128207090507,"Lower Peters Canyon, Irvine, Orange County, California, 92602, United States","92602 , Irvine , California"
126,Banco Vida Corp.,San Juan,Puerto Rico,918,United States,-26.7982582,-55.0228553,"San Juan, Citrex, Puerto Rico, Municipio de Puerto Rico, Departamento Libertador General San Martín, Misiones, 3331, Argentina","918 , San Juan , Puerto Rico"
127,"Banco de Ojos del Leonismo Puertorrique?o, Inc.",San Juan,Puerto Rico,921,United States,-26.7982582,-55.0228553,"San Juan, Citrex, Puerto Rico, Municipio de Puerto Rico, Departamento Libertador General San Martín, Misiones, 3331, Argentina","921 , San Juan , Puerto Rico"
128,Banner - University Medical Center Tuscon,Tucson,Arizona,85724,United States,32.2412339,-110.9456041,"North University, Tucson, Pima County, Arizona, 85724, United States","85724 , Tucson , Arizona"
129,Banner Desert Med Center And Cardon Children's Med Center,Mesa,Arizona,85202,United States,33.370989709013095,-111.8769156922793,"Mesa, Maricopa County, Arizona, 85202, United States","85202 , Mesa , Arizona"
130,Barnes-Jewish Hospital,Saint Louis,Missouri,63110,United States,38.62351752450111,-90.25591997815964,"Saint Louis, Missouri, 63110, United States","63110 , Saint Louis , Missouri"
131,Baton Rouge Regional Eye Bank,Baton Rouge,Louisiana,70808,United States,30.40956380424448,-91.14578016757216,"Baton Rouge, East Baton Rouge Parish, Louisiana, 70808, United States","70808 , Baton Rouge , Louisiana"
132,Batzofin Fertility Services d.b.a. New York  Fertility Services,New York,New York,10016,United States,40.7127281,-74.0060152,"City of New York, New York, United States","10016 , New York , New York"
133,"Bay-Shore Surgical, LLC",Dundalk,Maryland,21222,United States,39.242555,-76.5144808,"Maryland Avenue, Turner Station, Dundalk, Baltimore County, Maryland, 21222, United States","21222 , Dundalk , Maryland"
134,"Baystate Medical Center, Inc.",Springfield,Massachusetts,1199,United States,42.13720385,-72.54397090121046,"Columbia Gas of Massachusetts, Springfield, Hampden County, Massachusetts, United States","1199 , Springfield , Massachusetts"
135,Benco Dental Supply Company,Pittston,Pennsylvania,18640,United States,41.3259134,-75.7893604,"Pittston, Luzerne County, Pennsylvania, United States","18640 , Pittston , Pennsylvania"
136,Bergen Comm Reg Blood Center,Allendale,New Jersey,7401,United States,41.0414858,-74.129032,"Allendale, Bergen County, New Jersey, 07401, United States","7401 , Allendale , New Jersey"
137,"Berkeley Advanced Biomaterials, LLC",Berkeley,California,94710,United States,37.87142758769231,-122.29358003076923,"Berkeley, Alameda County, California, 94710, United States","94710 , Berkeley , California"
138,Bethesda Fertility Center,Cincinnati,Ohio,45242,United States,39.4501025,-84.3730347,"Cincinnati, Monroe, Lemon Township, Butler County, Ohio, 45050, United States","45242 , Cincinnati , Ohio"
139,Billings Clinic Reproductive Medicine and Fertility Care,Billings,Montana,59101,United States,45.7758414652174,-108.51247338623187,"Billings, Yellowstone County, Montana, 59101, United States","59101 , Billings , Montana"
140,Bio Cell And Tissue Technologies,Salt Lake City,Utah,84108,United States,40.73742573614622,-111.82743401380252,"Salt Lake City, Salt Lake County, Utah, 84108, United States","84108 , Salt Lake City , Utah"
141,Bio Tech Med Corp.,San German,Puerto Rico,683,United States,18.0808972,-67.0408635,"San Germán, Puerto Rico, United States","683 , San German , Puerto Rico"
142,BioDlogics LLC,Cordova,Tennessee,38018,United States,35.1427731,-89.7963741,"First Tennessee Bank, Trinity Road, Cordova, Memphis, Shelby County, West Tennessee, Tennessee, 38018, United States","38018 , Cordova , Tennessee"
143,BioGenetics Corporation,Mountainside,New Jersey,7092,United States,40.6723242,-74.3573722,"Mountainside, Union County, New Jersey, 07092, United States","7092 , Mountainside , New Jersey"
144,BioHorizons Implant Systems Inc,Hoover,Alabama,35244,United States,33.3571538907563,-86.81959298907563,"Hoover, Jefferson County, Alabama, 35244, United States","35244 , Hoover , Alabama"
145,"BioLab Sciences, Inc.",Scottsdale,Arizona,85260,United States,33.6024305523068,-111.8834736572574,"Scottsdale, Maricopa County, Arizona, 85260, United States","85260 , Scottsdale , Arizona"
146,"BioReference Health, LLC",Elmwood Park,New Jersey,7407,United States,40.9074237,-74.1183543,"Elmwood Park, Bergen County, New Jersey, 07407, United States","7407 , Elmwood Park , New Jersey"
147,Bioeden Inc,Austin,Texas,78748,United States,30.17566195,-97.81575095089984,"Texas Oaks Neighborhood Park, Austin, Travis County, Texas, 78748, United States","78748 , Austin , Texas"
